epsilon,genre,composition,unique_pitches,entropy,syncopation,constraint_violations,n_events,generation_time_s
0.01,jazz,0,17,3.7954,0.0,30,36,0.001185
0.01,jazz,1,20,4.1147,0.0,31,35,0.000852
0.01,jazz,2,20,4.0576,0.0,28,35,0.000772
0.01,jazz,3,19,3.8599,0.0,27,36,0.004858
0.01,jazz,4,20,4.1958,0.0,28,31,0.000749
0.01,jazz,5,14,3.5554,0.0,24,29,0.00076
0.01,jazz,6,18,3.9987,0.0,27,34,0.000768
0.01,jazz,7,18,4.0576,0.0,26,35,0.004786
0.01,jazz,8,17,3.9292,0.0,30,32,0.000766
0.01,jazz,9,17,3.9398,0.0,28,34,0.000755
0.01,hiphop,0,10,3.0276,0.0,18,23,0.000638
0.01,hiphop,1,15,3.6801,0.0,22,27,0.004707
0.01,hiphop,2,10,3.2618,0.0,16,23,0.001116
0.01,hiphop,3,14,3.6753,0.0,18,23,0.000637
0.01,hiphop,4,11,3.1842,0.0,17,20,0.000557
0.01,hiphop,5,10,3.1972,0.0,12,18,0.00462
0.01,hiphop,6,14,3.6178,0.0,14,21,0.00061
0.01,hiphop,7,13,3.4885,0.0,21,26,0.000636
0.01,hiphop,8,15,3.6574,0.0,20,26,0.000573
0.01,hiphop,9,10,3.1751,0.0,14,17,0.000516
0.01,electronic,0,16,3.8839,0.0,33,48,0.005019
0.01,electronic,1,17,3.7572,0.0,37,49,0.001191
0.01,electronic,2,19,4.0713,0.0,36,43,0.000859
0.01,electronic,3,16,3.8812,0.0,35,41,0.004591
0.01,electronic,4,17,3.848,0.0,38,50,0.00099
0.01,electronic,5,16,3.7685,0.0,31,43,0.001187
0.01,electronic,6,14,3.5917,0.0,38,44,0.004842
0.01,electronic,7,20,4.0561,0.0,35,48,0.001045
0.01,electronic,8,19,3.9707,0.0,38,48,0.001096
0.01,electronic,9,19,3.9759,0.0,33,49,0.001079
0.01,classical,0,9,2.9797,0.0,18,23,0.000636
0.01,classical,1,16,3.882,0.0,20,23,0.000606
0.01,classical,2,14,3.552,0.0,27,29,0.000685
0.01,classical,3,12,3.2527,0.0,19,24,0.000714
0.01,classical,4,14,3.6425,0.0,18,23,0.000543
0.01,classical,5,16,3.9161,0.0,15,21,0.000548
0.01,classical,6,16,3.882,0.0,18,23,0.000738
0.01,classical,7,15,3.7835,0.0,24,25,0.000627
0.01,classical,8,14,3.5884,0.0,17,23,0.000589
0.01,classical,9,15,3.8209,0.0,16,21,0.000394
0.01,math,0,9,2.9736,0.0,11,15,0.000262
0.01,math,1,13,3.5724,0.0,13,18,0.000263
0.01,math,2,12,3.5,0.0,12,16,0.000306
0.01,math,3,9,2.9502,0.0,11,14,0.000252
0.01,math,4,10,3.1069,0.0,8,15,0.000295
0.01,math,5,9,3.027,0.0,5,13,0.000219
0.01,math,6,10,3.2516,0.0,9,12,0.000259
0.01,math,7,10,3.182,0.0,11,14,0.000304
0.01,math,8,10,3.1899,0.0,12,15,0.000348
0.01,math,9,10,3.182,0.0,11,14,0.00025
0.0621,jazz,0,18,3.9138,0.0,25,36,0.000583
0.0621,jazz,1,19,4.0668,0.0,28,31,0.000431
0.0621,jazz,2,19,4.0087,0.0,31,35,0.000509
0.0621,jazz,3,16,3.7602,0.0,36,39,0.000566
0.0621,jazz,4,16,3.6436,0.0,24,31,0.000436
0.0621,jazz,5,19,4.107,0.0,32,36,0.000691
0.0621,jazz,6,19,4.0144,0.0,25,35,0.000708
0.0621,jazz,7,17,3.9134,0.0,23,31,0.000431
0.0621,jazz,8,20,4.1217,0.0,31,39,0.000525
0.0621,jazz,9,18,3.9369,0.0,26,34,0.000464
0.0621,hiphop,0,16,3.7359,0.0,23,28,0.000364
0.0621,hiphop,1,16,3.7229,0.0,22,28,0.000329
0.0621,hiphop,2,11,3.2464,0.0,15,20,0.000267
0.0621,hiphop,3,13,3.5435,0.0,16,25,0.000378
0.0621,hiphop,4,12,3.4333,0.0,21,25,0.000349
0.0621,hiphop,5,14,3.5319,0.0,21,27,0.000389
0.0621,hiphop,6,14,3.604,0.0,23,29,0.00039
0.0621,hiphop,7,13,3.5599,0.0,22,27,0.000399
0.0621,hiphop,8,12,3.4992,0.0,16,21,0.00039
0.0621,hiphop,9,12,3.4346,0.0,18,24,0.000352
0.0621,electronic,0,17,3.808,0.0,40,49,0.000587
0.0621,electronic,1,20,4.0751,0.0,37,46,0.000605
0.0621,electronic,2,17,3.9623,0.0,34,44,0.000564
0.0621,electronic,3,16,3.7053,0.0,44,52,0.000676
0.0621,electronic,4,21,4.1775,0.0,43,51,0.000648
0.0621,electronic,5,21,4.0827,0.0,38,46,0.000542
0.0621,electronic,6,18,3.8942,0.0,34,47,0.000631
0.0621,electronic,7,17,3.7473,0.0,38,52,0.000639
0.0621,electronic,8,17,3.8316,0.0,33,44,0.000604
0.0621,electronic,9,20,3.926,0.0,40,50,0.000707
0.0621,classical,0,15,3.7672,0.0,21,26,0.000383
0.0621,classical,1,13,3.5836,0.0,23,28,0.000373
0.0621,classical,2,17,3.9133,0.0,20,25,0.000322
0.0621,classical,3,11,3.2721,0.0,19,24,0.000367
0.0621,classical,4,16,3.8543,0.0,23,26,0.000382
0.0621,classical,5,17,3.9022,0.0,22,26,0.000341
0.0621,classical,6,15,3.7849,0.0,15,21,0.000322
0.0621,classical,7,12,3.3088,0.0,15,21,0.0003
0.0621,classical,8,19,4.1039,0.0,22,26,0.00046
0.0621,classical,9,16,3.8253,0.0,19,26,0.000375
0.0621,math,0,9,3.0131,0.0,12,17,0.000255
0.0621,math,1,9,3.085,0.0,10,12,0.000181
0.0621,math,2,11,3.3372,0.0,12,17,0.000246
0.0621,math,3,13,3.5725,0.0,14,17,0.000253
0.0621,math,4,12,3.4528,0.0,12,16,0.000303
0.0621,math,5,13,3.6402,0.0,11,15,0.000236
0.0621,math,6,10,3.2028,0.0,12,16,0.000243
0.0621,math,7,7,2.7219,0.0,7,10,0.000192
0.0621,math,8,12,3.4566,0.0,9,15,0.000234
0.0621,math,9,9,2.9398,0.0,13,17,0.000326
0.1142,jazz,0,21,4.2784,0.0,31,34,0.000508
0.1142,jazz,1,20,4.0751,0.0,35,40,0.000485
0.1142,jazz,2,25,4.447,0.0,41,45,0.000577
0.1142,jazz,3,20,4.2074,0.0,30,35,0.000507
0.1142,jazz,4,17,3.9959,0.0,32,36,0.000483
0.1142,jazz,5,19,3.976,0.0,31,35,0.000426
0.1142,jazz,6,22,4.3168,0.0,32,39,0.000509
0.1142,jazz,7,18,4.05,0.0,27,35,0.00046
0.1142,jazz,8,21,4.1549,0.0,32,37,0.000433
0.1142,jazz,9,18,3.9499,0.0,37,43,0.000511
0.1142,hiphop,0,15,3.6531,0.0,17,24,0.00044
0.1142,hiphop,1,17,3.9134,0.0,25,31,0.000418
0.1142,hiphop,2,14,3.6819,0.0,16,19,0.000277
0.1142,hiphop,3,17,3.9737,0.0,21,25,0.000336
0.1142,hiphop,4,16,3.8404,0.0,23,29,0.000476
0.1142,hiphop,5,12,3.4464,0.0,17,20,0.000932
0.1142,hiphop,6,17,3.9121,0.0,21,27,0.000389
0.1142,hiphop,7,17,3.921,0.0,18,26,0.000418
0.1142,hiphop,8,15,3.8035,0.0,19,24,0.000339
0.1142,hiphop,9,13,3.5435,0.0,18,25,0.000377
0.1142,electronic,0,19,4.0965,0.0,42,47,0.000623
0.1142,electronic,1,15,3.6562,0.0,32,40,0.000566
0.1142,electronic,2,21,4.1513,0.0,44,50,0.000646
0.1142,electronic,3,19,4.0637,0.0,41,48,0.000655
0.1142,electronic,4,19,4.034,0.0,34,41,0.000548
0.1142,electronic,5,17,3.8715,0.0,32,42,0.000564
0.1142,electronic,6,22,4.168,0.0,36,54,0.000699
0.1142,electronic,7,22,4.1422,0.0,43,51,0.000576
0.1142,electronic,8,18,3.9039,0.0,44,53,0.000751
0.1142,electronic,9,21,4.0456,0.0,41,48,0.000633
0.1142,classical,0,17,3.8937,0.0,18,25,0.000355
0.1142,classical,1,15,3.7888,0.0,18,22,0.000344
0.1142,classical,2,16,3.9183,0.0,21,24,0.000333
0.1142,classical,3,17,3.9737,0.0,23,25,0.000318
0.1142,classical,4,15,3.6995,0.0,21,28,0.000468
0.1142,classical,5,13,3.5014,0.0,18,23,0.00038
0.1142,classical,6,17,4.0016,0.0,20,24,0.000293
0.1142,classical,7,21,4.2116,0.0,24,31,0.000428
0.1142,classical,8,20,4.2113,0.0,24,29,0.000373
0.1142,classical,9,19,4.1106,0.0,27,28,0.000534
0.1142,math,0,14,3.6842,0.0,16,20,0.000363
0.1142,math,1,11,3.25,0.0,14,16,0.000254
0.1142,math,2,12,3.3661,0.0,15,19,0.000258
0.1142,math,3,8,2.8731,0.0,6,13,0.000258
0.1142,math,4,11,3.3736,0.0,14,15,0.000235
0.1142,math,5,13,3.5725,0.0,12,17,0.000239
0.1142,math,6,12,3.3372,0.0,13,17,0.000254
0.1142,math,7,12,3.4548,0.0,11,17,0.000285
0.1142,math,8,10,3.1069,0.0,10,15,0.000234
0.1142,math,9,11,3.3232,0.0,12,15,0.000225
0.1663,jazz,0,21,4.2646,0.0,30,35,0.000454
0.1663,jazz,1,18,3.9886,0.0,29,36,0.000508
0.1663,jazz,2,19,3.9284,0.0,25,43,0.000666
0.1663,jazz,3,21,4.189,0.0,38,45,0.00053
0.1663,jazz,4,21,4.1807,0.0,32,44,0.00055
0.1663,jazz,5,21,4.1607,0.0,22,34,0.000487
0.1663,jazz,6,21,4.1524,0.0,32,44,0.000517
0.1663,jazz,7,15,3.7199,0.0,19,31,0.000525
0.1663,jazz,8,17,3.9387,0.0,29,37,0.000581
0.1663,jazz,9,18,3.8768,0.0,20,33,0.000444
0.1663,hiphop,0,14,3.6819,0.0,14,19,0.000325
0.1663,hiphop,1,15,3.8219,0.0,15,20,0.000283
0.1663,hiphop,2,15,3.704,0.0,23,31,0.000421
0.1663,hiphop,3,14,3.607,0.0,20,28,0.000369
0.1663,hiphop,4,14,3.7035,0.0,18,25,0.000325
0.1663,hiphop,5,16,3.797,0.0,23,31,0.000496
0.1663,hiphop,6,16,3.6995,0.0,18,28,0.000432
0.1663,hiphop,7,14,3.6635,0.0,18,22,0.000326
0.1663,hiphop,8,15,3.7406,0.0,18,24,0.000302
0.1663,hiphop,9,13,3.5016,0.0,19,24,0.000355
0.1663,electronic,0,19,3.9134,0.0,42,54,0.000636
0.1663,electronic,1,20,4.1699,0.0,35,55,0.000647
0.1663,electronic,2,19,4.035,0.0,39,52,0.000719
0.1663,electronic,3,21,4.1019,0.0,41,53,0.000618
0.1663,electronic,4,20,4.1193,0.0,39,53,0.000664
0.1663,electronic,5,17,3.889,0.0,42,59,0.000786
0.1663,electronic,6,20,4.1224,0.0,42,53,0.000693
0.1663,electronic,7,23,4.2952,0.0,42,51,0.000574
0.1663,electronic,8,20,4.0823,0.0,42,56,0.000713
0.1663,electronic,9,22,4.1045,0.0,46,61,0.000684
0.1663,classical,0,18,3.9196,0.0303,19,33,0.000524
0.1663,classical,1,20,4.1639,0.0,27,32,0.000439
0.1663,classical,2,16,3.914,0.0455,14,22,0.000292
0.1663,classical,3,17,3.9387,0.0,18,24,0.000344
0.1663,classical,4,15,3.7951,0.0,17,23,0.000325
0.1663,classical,5,19,4.0687,0.0,24,35,0.000452
0.1663,classical,6,18,4.027,0.0385,18,26,0.000454
0.1663,classical,7,17,3.9702,0.0,20,24,0.000326
0.1663,classical,8,17,3.9501,0.0,22,26,0.00046
0.1663,classical,9,17,3.9121,0.0,21,27,0.000346
0.1663,math,0,11,3.3502,0.0,13,18,0.000317
0.1663,math,1,14,3.75,0.0,10,16,0.000299
0.1663,math,2,14,3.6292,0.0,15,22,0.000312
0.1663,math,3,19,4.1343,0.0,19,27,0.000373
0.1663,math,4,13,3.5766,0.0,16,19,0.000241
0.1663,math,5,12,3.3264,0.0,14,19,0.000319
0.1663,math,6,14,3.7255,0.0,13,18,0.000268
0.1663,math,7,10,3.2776,0.0,8,11,0.000268
0.1663,math,8,17,4.0374,0.0,15,19,0.00037
0.1663,math,9,14,3.7255,0.0,12,18,0.000261
0.2184,jazz,0,21,4.2047,0.0,32,43,0.001295
0.2184,jazz,1,23,4.0979,0.0238,26,42,0.001066
0.2184,jazz,2,20,4.1445,0.0667,30,45,0.000676
0.2184,jazz,3,19,4.0435,0.0,28,41,0.000487
0.2184,jazz,4,21,4.2189,0.0222,32,45,0.000543
0.2184,jazz,5,22,4.3168,0.0256,28,39,0.000495
0.2184,jazz,6,22,4.2608,0.0263,26,38,0.000453
0.2184,jazz,7,23,4.3749,0.0222,32,45,0.000675
0.2184,jazz,8,23,4.3571,0.0244,28,41,0.000589
0.2184,jazz,9,22,4.2936,0.0,32,38,0.000493
0.2184,hiphop,0,18,3.9987,0.0588,26,34,0.000748
0.2184,hiphop,1,18,4.0323,0.037,20,27,0.000642
0.2184,hiphop,2,12,3.2903,0.0,14,23,0.000423
0.2184,hiphop,3,18,3.9266,0.0,20,27,0.000331
0.2184,hiphop,4,16,3.8566,0.0,23,30,0.000332
0.2184,hiphop,5,21,4.1019,0.0588,25,34,0.000514
0.2184,hiphop,6,17,3.9292,0.0,25,32,0.000396
0.2184,hiphop,7,18,3.9455,0.0303,27,33,0.00043
0.2184,hiphop,8,16,3.7928,0.0,27,32,0.000505
0.2184,hiphop,9,19,4.1167,0.0,27,32,0.000478
0.2184,electronic,0,20,4.1342,0.02,35,50,0.000554
0.2184,electronic,1,24,4.2495,0.0161,42,62,0.000661
0.2184,electronic,2,25,4.3693,0.0476,45,63,0.000688
0.2184,electronic,3,21,4.1198,0.0175,47,57,0.000625
0.2184,electronic,4,21,4.072,0.0,50,66,0.000715
0.2184,electronic,5,26,4.412,0.0164,44,61,0.000676
0.2184,electronic,6,22,4.1795,0.0196,40,51,0.000662
0.2184,electronic,7,18,3.9304,0.0217,35,46,0.000723
0.2184,electronic,8,20,4.1178,0.0233,35,43,0.000545
0.2184,electronic,9,21,4.1621,0.0508,47,59,0.000638
0.2184,classical,0,18,4.056,0.0,20,26,0.000377
0.2184,classical,1,20,4.1899,0.0,19,30,0.00036
0.2184,classical,2,18,4.056,0.0385,21,26,0.000362
0.2184,classical,3,15,3.7231,0.08,18,25,0.000338
0.2184,classical,4,14,3.7081,0.0,17,23,0.000466
0.2184,classical,5,20,4.182,0.0357,20,28,0.000365
0.2184,classical,6,18,4.0151,0.0667,21,30,0.000408
0.2184,classical,7,19,4.0542,0.0625,26,32,0.000381
0.2184,classical,8,18,4.0314,0.0667,25,30,0.000382
0.2184,classical,9,18,3.9947,0.0,20,28,0.000331
0.2184,math,0,12,3.4131,0.0455,15,22,0.000269
0.2184,math,1,13,3.6169,0.0588,13,17,0.000278
0.2184,math,2,13,3.5383,0.0,20,22,0.000405
0.2184,math,3,13,3.5725,0.0,11,17,0.000248
0.2184,math,4,11,3.2402,0.0,12,15,0.000211
0.2184,math,5,9,3.0851,0.0,6,13,0.000302
0.2184,math,6,16,3.8137,0.08,19,25,0.000338
0.2184,math,7,13,3.5842,0.0,13,20,0.000251
0.2184,math,8,13,3.5724,0.0,14,18,0.000353
0.2184,math,9,12,3.4528,0.0,12,16,0.00024
0.2705,jazz,0,21,4.221,0.0769,33,39,0.00042
0.2705,jazz,1,25,4.4562,0.04,38,50,0.000712
0.2705,jazz,2,22,4.2751,0.1,31,40,0.000424
0.2705,jazz,3,24,4.2772,0.0417,37,48,0.000524
0.2705,jazz,4,22,4.2117,0.1282,28,39,0.000484
0.2705,jazz,5,20,4.0875,0.1364,40,44,0.000589
0.2705,jazz,6,17,3.8888,0.0294,25,34,0.00042
0.2705,jazz,7,19,4.0716,0.1143,25,35,0.000559
0.2705,jazz,8,21,4.1345,0.0541,25,37,0.000514
0.2705,jazz,9,21,4.1733,0.0408,36,49,0.000556
0.2705,hiphop,0,20,4.2028,0.0625,25,32,0.00037
0.2705,hiphop,1,20,4.1356,0.0588,22,34,0.000485
0.2705,hiphop,2,17,3.9435,0.04,20,25,0.000307
0.2705,hiphop,3,15,3.7516,0.125,21,24,0.000354
0.2705,hiphop,4,16,3.6612,0.0286,22,35,0.000427
0.2705,hiphop,5,19,4.0511,0.1562,23,32,0.000421
0.2705,hiphop,6,18,3.9783,0.069,25,29,0.000318
0.2705,hiphop,7,17,3.9378,0.0968,24,31,0.000394
0.2705,hiphop,8,15,3.6245,0.0714,26,28,0.000365
0.2705,hiphop,9,16,3.8243,0.0303,26,33,0.000422
0.2705,electronic,0,26,4.4481,0.0517,40,58,0.000648
0.2705,electronic,1,25,4.3119,0.0615,51,65,0.0007
0.2705,electronic,2,24,4.2484,0.0893,42,56,0.000596
0.2705,electronic,3,26,4.3958,0.0147,54,68,0.000697
0.2705,electronic,4,21,4.1097,0.1379,43,58,0.000666
0.2705,electronic,5,24,4.2948,0.082,48,61,0.0007
0.2705,electronic,6,20,4.1178,0.0465,30,43,0.00241
0.2705,electronic,7,21,4.0606,0.0645,47,62,0.002244
0.2705,electronic,8,23,4.2069,0.0938,47,64,0.007473
0.2705,electronic,9,22,4.1813,0.0577,38,52,0.005393
0.2705,classical,0,20,4.2108,0.0606,28,33,0.001438
0.2705,classical,1,18,4.0044,0.0345,20,29,0.002651
0.2705,classical,2,17,3.8747,0.0556,26,36,0.002964
0.2705,classical,3,22,4.2784,0.0294,24,34,0.002529
0.2705,classical,4,16,3.8554,0.0,19,24,0.002469
0.2705,classical,5,14,3.6464,0.0,11,20,0.000666
0.2705,classical,6,17,3.8566,0.0667,19,30,0.000747
0.2705,classical,7,19,4.1757,0.0,19,23,0.00043
0.2705,classical,8,19,4.064,0.0857,27,35,0.001646
0.2705,classical,9,21,4.2151,0.0667,24,30,0.000936
0.2705,math,0,13,3.5725,0.0,15,17,0.001399
0.2705,math,1,17,3.8404,0.1724,21,29,0.000587
0.2705,math,2,15,3.7219,0.15,17,20,0.000493
0.2705,math,3,9,2.9842,0.0,15,17,0.000473
0.2705,math,4,12,3.5069,0.1333,11,15,0.000888
0.2705,math,5,14,3.7345,0.0588,15,17,0.002034
0.2705,math,6,15,3.7849,0.0952,15,21,0.00211
0.2705,math,7,13,3.5778,0.125,12,16,0.001064
0.2705,math,8,8,2.9477,0.0,6,9,0.001048
0.2705,math,9,14,3.7255,0.0556,12,18,0.001613
0.3226,jazz,0,23,4.3171,0.0227,28,44,0.000801
0.3226,jazz,1,25,4.4515,0.2368,25,38,0.000491
0.3226,jazz,2,21,4.1292,0.0682,20,44,0.00046
0.3226,jazz,3,29,4.6475,0.0909,24,55,0.000551
0.3226,jazz,4,22,4.2723,0.1026,22,39,0.000454
0.3226,jazz,5,24,4.3943,0.1026,18,39,0.000437
0.3226,jazz,6,23,4.2959,0.1667,29,48,0.000459
0.3226,jazz,7,27,4.6235,0.1,29,50,0.000444
0.3226,jazz,8,20,4.1159,0.0952,25,42,0.000501
0.3226,jazz,9,23,4.2386,0.1,26,50,0.000499
0.3226,hiphop,0,20,4.173,0.1212,19,33,0.000319
0.3226,hiphop,1,16,3.8391,0.0909,16,33,0.000308
0.3226,hiphop,2,17,3.8566,0.1333,17,30,0.000361
0.3226,hiphop,3,14,3.6281,0.0,14,28,0.000327
0.3226,hiphop,4,17,3.8617,0.0571,23,35,0.000373
0.3226,hiphop,5,19,4.1232,0.2,18,30,0.0003
0.3226,hiphop,6,19,4.0733,0.3103,15,29,0.000344
0.3226,hiphop,7,15,3.7516,0.0417,11,24,0.000336
0.3226,hiphop,8,13,3.4106,0.0606,20,33,0.00036
0.3226,hiphop,9,17,3.9502,0.0357,13,28,0.000328
0.3226,electronic,0,26,4.4283,0.1475,33,61,0.000526
0.3226,electronic,1,25,4.3584,0.0769,40,65,0.000788
0.3226,electronic,2,25,4.371,0.0833,31,60,0.000623
0.3226,electronic,3,23,4.1794,0.1333,33,60,0.00064
0.3226,electronic,4,22,4.2241,0.102,32,49,0.000514
0.3226,electronic,5,24,4.3282,0.1094,35,64,0.000728
0.3226,electronic,6,27,4.4176,0.1646,45,79,0.000778
0.3226,electronic,7,22,4.0702,0.129,34,62,0.00067
0.3226,electronic,8,21,4.1356,0.0877,25,57,0.000658
0.3226,electronic,9,25,4.4175,0.1186,37,59,0.000569
0.3226,classical,0,20,4.1973,0.0882,20,34,0.000394
0.3226,classical,1,16,3.7865,0.1818,15,33,0.000375
0.3226,classical,2,20,4.1852,0.069,17,29,0.000319
0.3226,classical,3,21,4.2089,0.0811,21,37,0.000353
0.3226,classical,4,18,3.9292,0.0938,15,32,0.000388
0.3226,classical,5,22,4.2506,0.0857,20,35,0.000375
0.3226,classical,6,15,3.671,0.1304,9,23,0.000259
0.3226,classical,7,18,3.9462,0.1538,15,26,0.000291
0.3226,classical,8,16,3.7888,0.2273,14,22,0.000258
0.3226,classical,9,20,4.1556,0.2188,17,32,0.00045
0.3226,math,0,14,3.8074,0.1429,8,14,0.000232
0.3226,math,1,15,3.7081,0.1304,13,23,0.000268
0.3226,math,2,13,3.5725,0.0588,10,17,0.000309
0.3226,math,3,14,3.7345,0.2353,10,17,0.00034
0.3226,math,4,10,3.1396,0.0,12,15,0.000202
0.3226,math,5,15,3.6531,0.125,14,24,0.000343
0.3226,math,6,16,3.9477,0.0556,9,18,0.000265
0.3226,math,7,12,3.5216,0.0714,9,14,0.000204
0.3226,math,8,14,3.7028,0.0,10,16,0.000238
0.3226,math,9,15,3.8366,0.2778,10,18,0.000234
0.3747,jazz,0,25,4.3478,0.2083,26,48,0.000463
0.3747,jazz,1,25,4.5014,0.1087,26,46,0.000513
0.3747,jazz,2,24,4.3736,0.3077,28,52,0.00049
0.3747,jazz,3,25,4.453,0.1277,24,47,0.000511
0.3747,jazz,4,25,4.4795,0.1489,28,47,0.000512
0.3747,jazz,5,21,4.1448,0.3269,27,52,0.00055
0.3747,jazz,6,27,4.4884,0.14,28,50,0.000453
0.3747,jazz,7,23,4.2385,0.2292,27,48,0.000533
0.3747,jazz,8,25,4.52,0.1892,20,37,0.000407
0.3747,jazz,9,25,4.4791,0.2,18,35,0.000376
0.3747,hiphop,0,22,4.2917,0.1538,23,39,0.000384
0.3747,hiphop,1,18,4.056,0.1923,13,26,0.000372
0.3747,hiphop,2,16,3.8282,0.3704,13,27,0.000281
0.3747,hiphop,3,21,4.2603,0.0968,16,31,0.000385
0.3747,hiphop,4,21,4.1385,0.1795,23,39,0.000401
0.3747,hiphop,5,19,4.0826,0.3871,19,31,0.000387
0.3747,hiphop,6,19,3.9045,0.1724,16,29,0.000337
0.3747,hiphop,7,18,4.0518,0.2424,24,33,0.00033
0.3747,hiphop,8,21,4.2603,0.0968,16,31,0.000333
0.3747,hiphop,9,21,4.2336,0.1515,20,33,0.000334
0.3747,electronic,0,23,4.3414,0.1887,29,53,0.000595
0.3747,electronic,1,24,4.286,0.1774,35,62,0.000618
0.3747,electronic,2,25,4.3915,0.1061,39,66,0.000747
0.3747,electronic,3,24,4.3333,0.1385,35,65,0.000723
0.3747,electronic,4,30,4.6103,0.2817,45,71,0.000718
0.3747,electronic,5,24,4.3904,0.1618,43,68,0.000655
0.3747,electronic,6,29,4.6463,0.1739,37,69,0.000646
0.3747,electronic,7,29,4.6261,0.2055,47,73,0.000724
0.3747,electronic,8,23,4.2727,0.1552,33,58,0.000576
0.3747,electronic,9,25,4.2993,0.1034,32,58,0.000678
0.3747,classical,0,22,4.315,0.1765,24,34,0.000369
0.3747,classical,1,19,4.0836,0.0714,13,28,0.000313
0.3747,classical,2,15,3.8137,0.24,17,25,0.00028
0.3747,classical,3,20,4.209,0.1071,13,28,0.000347
0.3747,classical,4,16,3.8937,0.2,13,25,0.000327
0.3747,classical,5,20,4.1503,0.0571,21,35,0.000352
0.3747,classical,6,17,3.8868,0.3333,11,24,0.000275
0.3747,classical,7,16,3.8566,0.1333,18,30,0.000305
0.3747,classical,8,23,4.3404,0.2,22,35,0.000384
0.3747,classical,9,22,4.3492,0.1613,16,31,0.000378
0.3747,math,0,12,3.4817,0.1818,13,22,0.000242
0.3747,math,1,15,3.8219,0.1,11,20,0.000292
0.3747,math,2,16,3.882,0.1739,14,23,0.000283
0.3747,math,3,14,3.6897,0.3333,10,21,0.000324
0.3747,math,4,17,3.9387,0.25,12,24,0.000301
0.3747,math,5,9,3.027,0.3077,9,13,0.000201
0.3747,math,6,11,3.375,0.0625,10,16,0.000206
0.3747,math,7,12,3.5,0.25,8,16,0.000204
0.3747,math,8,8,2.8731,0.2308,3,13,0.000174
0.3747,math,9,13,3.625,0.375,7,16,0.000214
0.4268,jazz,0,28,4.5361,0.2414,39,58,0.000585
0.4268,jazz,1,27,4.5415,0.2,29,50,0.0005
0.4268,jazz,2,22,4.2012,0.3421,21,38,0.000443
0.4268,jazz,3,24,4.3901,0.3478,26,46,0.000508
0.4268,jazz,4,26,4.5724,0.1944,19,36,0.000444
0.4268,jazz,5,27,4.4692,0.2963,31,54,0.000548
0.4268,jazz,6,24,4.3386,0.2245,27,49,0.000544
0.4268,jazz,7,27,4.648,0.3889,32,54,0.000489
0.4268,jazz,8,22,4.2687,0.2791,15,43,0.000415
0.4268,jazz,9,24,4.3431,0.1818,29,44,0.00041
0.4268,hiphop,0,19,4.1368,0.125,15,24,0.000307
0.4268,hiphop,1,20,4.107,0.3333,22,36,0.00035
0.4268,hiphop,2,19,4.0642,0.1379,18,29,0.000284
0.4268,hiphop,3,21,4.2336,0.2121,20,33,0.000314
0.4268,hiphop,4,18,4.0,0.25,21,32,0.000465
0.4268,hiphop,5,19,4.1484,0.2667,19,30,0.000338
0.4268,hiphop,6,17,3.9702,0.3333,10,24,0.000256
0.4268,hiphop,7,19,4.0668,0.3548,18,31,0.000346
0.4268,hiphop,8,18,4.0566,0.1667,19,30,0.000301
0.4268,hiphop,9,19,4.1064,0.3704,12,27,0.000319
0.4268,electronic,0,28,4.6558,0.2879,41,66,0.000561
0.4268,electronic,1,30,4.7073,0.1311,39,61,0.000536
0.4268,electronic,2,26,4.4628,0.3056,43,72,0.000683
0.4268,electronic,3,25,4.438,0.2623,33,61,0.000672
0.4268,electronic,4,29,4.6302,0.3,26,60,0.000627
0.4268,electronic,5,28,4.4764,0.2909,32,55,0.000559
0.4268,electronic,6,27,4.5148,0.254,39,63,0.000602
0.4268,electronic,7,28,4.6092,0.2982,33,57,0.000608
0.4268,electronic,8,23,4.1245,0.2692,24,52,0.000541
0.4268,electronic,9,25,4.4378,0.4615,39,65,0.000913
0.4268,classical,0,18,4.0151,0.3333,16,30,0.000426
0.4268,classical,1,16,3.838,0.4444,15,27,0.000294
0.4268,classical,2,19,4.0259,0.303,15,33,0.000314
0.4268,classical,3,20,4.1792,0.25,17,32,0.000364
0.4268,classical,4,20,4.0903,0.2571,22,35,0.000342
0.4268,classical,5,19,4.0281,0.2333,15,30,0.000391
0.4268,classical,6,22,4.3069,0.3,14,30,0.00033
0.4268,classical,7,19,4.1232,0.1667,16,30,0.000298
0.4268,classical,8,21,4.2506,0.2857,25,35,0.000281
0.4268,classical,9,20,4.1484,0.2,20,30,0.000299
0.4268,math,0,13,3.6402,0.2,8,15,0.000246
0.4268,math,1,16,3.8797,0.1818,14,22,0.00024
0.4268,math,2,14,3.6842,0.3,12,20,0.000314
0.4268,math,3,14,3.6163,0.2632,8,19,0.000228
0.4268,math,4,18,4.0839,0.4,14,25,0.000257
0.4268,math,5,13,3.625,0.375,11,16,0.000207
0.4268,math,6,18,4.056,0.3043,11,23,0.000278
0.4268,math,7,15,3.7623,0.2609,13,23,0.000275
0.4268,math,8,14,3.6819,0.1579,13,19,0.000242
0.4268,math,9,11,3.3232,0.2667,11,15,0.000197
0.4789,jazz,0,29,4.6378,0.3585,22,53,0.000475
0.4789,jazz,1,24,4.4144,0.2093,18,43,0.000471
0.4789,jazz,2,21,4.1705,0.2609,16,46,0.00045
